
Symbol table '.symtab' contains 8099 entries:
   Num:    Value  Size Type    Bind   Vis      Ndx Name
  3543: 0036b930     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.59
  3544: 00001268     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    19 RNOSWP3
  3545: 00001220     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    19 RSWP3
  3546: 0036b950     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$RSWP3
  3547: 0036b950     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.60
  3548: 0036b998     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$RNOSWP3
  3549: 0036b998     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.61
  3550: 00001318     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    19 RLOOPZ1
  3551: 0036ba48     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$RLOOPZ1
  3552: 0036ba48     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.62
  3553: 00001638     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    20 RDOCLIP
  3554: 00001628     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    20 RNODRAW
  3555: 000013c0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    19 RLOOPY2
  3556: 0036baf0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$RLOOPY2
  3557: 0036baf0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.63
  3558: 00001468     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    19 RLOOPY1
  3559: 0036bb98     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$RLOOPY1
  3560: 0036bb98     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.64
  3561: 00001510     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    19 RLOOPX1
  3562: 0036bc40     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$RLOOPX1
  3563: 0036bc40     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.65
  3564: 000015b8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    19 RLOOPX2
  3565: 0036bce8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$RLOOPX2
  3566: 0036bce8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.66
  3567: 0036bcf0     0 NOTYPE  LOCAL  INTERNAL [<other>: e8]     2 .vif.67
  3568: 000015c0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    20 __start_.DVP.overlay..unknvma.2080204667.360.4
  3569: 0036bcf8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.70
  3570: 00001798     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    20 RDRAWPOLY
  3571: 0036bd60     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$RNODRAW
  3572: 0036bd60     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.71
  3573: 0036bd70     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$RDOCLIP
  3574: 0036bd70     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.72
  3575: 00001708     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    20 RFIRSTIN
  3576: 000016a8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    20 RFIRSTOUT
  3577: 0036bde0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$RFIRSTOUT
  3578: 0036bde0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.73
  3579: 000016d0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    20 ROUT_TO_IN
  3580: 000016c0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    20 ROUT_TO_OUT
  3581: 0036bdf8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$ROUT_TO_OUT
  3582: 0036bdf8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.74
  3583: 0036be08     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$ROUT_TO_IN
  3584: 0036be08     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.75
  3585: 0036be40     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$RFIRSTIN
  3586: 0036be40     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.76
  3587: 00001770     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    20 RIN_TO_IN
  3588: 00001720     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    20 RIN_TO_OUT
  3589: 0036be58     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$RIN_TO_OUT
  3590: 0036be58     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.77
  3591: 0036bea8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$RIN_TO_IN
  3592: 0036bea8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.78
  3593: 0036bed0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$RDRAWPOLY
  3594: 0036bed0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.79
  3595: 00001838     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    20 RLOOPP1
  3596: 0036bf70     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$RLOOPP1
  3597: 0036bf70     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.80
  3598: 0036bff8     0 NOTYPE  LOCAL  INTERNAL [<other>: e8]     2 .vif.81
  3599: 00001900     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    21 __start_.DVP.overlay..0x1900.57137523.25.5
  3600: 00001900     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    21 START_LIT
  3601: 0036c000     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$START_LIT
  3602: 0036c000     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.84
  3603: 00001a18     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    21 LLOOP1
  3604: 0036c118     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LLOOP1
  3605: 0036c118     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.85
  3606: 00001b08     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    21 LXYZ3
  3607: 00001ae0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    21 LNEXTV
  3608: 0036c1e0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LNEXTV
  3609: 0036c1e0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.86
  3610: 0036c208     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LXYZ3
  3611: 0036c208     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.87
  3612: 00001c30     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    21 LCULL
  3613: 00001c50     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    21 LCLIPPEDPOLY
  3614: 0036c330     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LCULL
  3615: 0036c330     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.88
  3616: 0036c350     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LCLIPPEDPOLY
  3617: 0036c350     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.89
  3618: 00001d30     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    21 LNOSWP1
  3619: 00001ce0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    21 LSWP1
  3620: 0036c3e0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LSWP1
  3621: 0036c3e0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.90
  3622: 0036c430     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LNOSWP1
  3623: 0036c430     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.91
  3624: 00001d98     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    21 LNOSWP2
  3625: 00001d48     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    21 LSWP2
  3626: 0036c448     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LSWP2
  3627: 0036c448     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.92
  3628: 0036c498     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LNOSWP2
  3629: 0036c498     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.93
  3630: 00001e00     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    21 LNOSWP3
  3631: 00001db8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    21 LSWP3
  3632: 0036c4b8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LSWP3
  3633: 0036c4b8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.94
  3634: 0036c500     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LNOSWP3
  3635: 0036c500     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.95
  3636: 0036c568     0 NOTYPE  LOCAL  INTERNAL [<other>: e8]     2 .vif.96
  3637: 00001f40     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    22 __start_.DVP.overlay..0x1f40.57137523.28.6
  3638: 00001f40     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    22 START_LITFILLET
  3639: 0036c570     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$START_LITFILLET
  3640: 0036c570     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.99
  3641: 00002040     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    22 LFLOOP1
  3642: 0036c670     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LFLOOP1
  3643: 0036c670     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.100
  3644: 00002190     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    22 LFXYZ3
  3645: 00002148     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    22 LFNEXTV
  3646: 0036c778     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LFNEXTV
  3647: 0036c778     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.101
  3648: 0036c7c0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LFXYZ3
  3649: 0036c7c0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.102
  3650: 00002298     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    22 LFCULL
  3651: 000022b0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    22 LFCLIPPEDPOLY
  3652: 0036c8c8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LFCULL
  3653: 0036c8c8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.103
  3654: 0036c8e0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LFCLIPPEDPOLY
  3655: 0036c8e0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.104
  3656: 00002368     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    22 LFNOSWP1
  3657: 00002318     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    22 LFSWP1
  3658: 0036c948     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LFSWP1
  3659: 0036c948     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.105
  3660: 0036c998     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LFNOSWP1
  3661: 0036c998     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.106
  3662: 000023d0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    22 LFNOSWP2
  3663: 00002380     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    22 LFSWP2
  3664: 0036c9b0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LFSWP2
  3665: 0036c9b0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.107
  3666: 0036ca00     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LFNOSWP2
  3667: 0036ca00     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.108
  3668: 00002430     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    22 LFNOSWP3
  3669: 000023e8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    22 LFSWP3
  3670: 0036ca18     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LFSWP3
  3671: 0036ca18     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.109
  3672: 0036ca60     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LFNOSWP3
  3673: 0036ca60     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.110
  3674: 0036cac8     0 NOTYPE  LOCAL  INTERNAL [<other>: e8]     2 .vif.111
  3675: 00002580     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    23 __start_.DVP.overlay..0x2580.57137523.31.7
  3676: 00002580     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    23 START_CUTSCENE
  3677: 0036cad0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$START_CUTSCENE
  3678: 0036cad0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.114
  3679: 00002680     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    23 CSLOOP1
  3680: 0036cbd0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$CSLOOP1
  3681: 0036cbd0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.115
  3682: 000027d0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    23 CSXYZ3
  3683: 00002788     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    23 CSNEXTV
  3684: 0036ccd8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$CSNEXTV
  3685: 0036ccd8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.116
  3686: 0036cd20     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$CSXYZ3
  3687: 0036cd20     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.117
  3688: 000028e0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    23 CSCULL
  3689: 000028f8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    23 CSCLIPPEDPOLY
  3690: 0036ce30     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$CSCULL
  3691: 0036ce30     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.118
  3692: 0036ce48     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$CSCLIPPEDPOLY
  3693: 0036ce48     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.119
  3694: 000029b0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    23 CSNOSWP1
  3695: 00002960     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    23 CSSWP1
  3696: 0036ceb0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$CSSWP1
  3697: 0036ceb0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.120
  3698: 0036cf00     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$CSNOSWP1
  3699: 0036cf00     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.121
  3700: 00002a18     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    23 CSNOSWP2
  3701: 000029c8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    23 CSSWP2
  3702: 0036cf18     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$CSSWP2
  3703: 0036cf18     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.122
  3704: 0036cf68     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$CSNOSWP2
  3705: 0036cf68     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.123
  3706: 00002a78     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    23 CSNOSWP3
  3707: 00002a30     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    23 CSSWP3
  3708: 0036cf80     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$CSSWP3
  3709: 0036cf80     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.124
  3710: 0036cfc8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$CSNOSWP3
  3711: 0036cfc8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.125
  3712: 0036d030     0 NOTYPE  LOCAL  INTERNAL [<other>: e8]     2 .vif.126
  3713: 00003700     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    24 __start_.DVP.overlay..0x3700.57137523.34.8
  3714: 00003700     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    24 START_PARTICLE1
  3715: 0036d038     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$START_PARTICLE1
  3716: 0036d038     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.129
  3717: 000037b8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    24 PLOOP1
  3718: 0036d0f0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$PLOOP1
  3719: 0036d0f0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.130
  3720: 000039d8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    24 PNEXTV
  3721: 0036d310     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$PNEXTV
  3722: 0036d310     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.131
  3723: 0036d338     0 NOTYPE  LOCAL  INTERNAL [<other>: e8]     2 .vif.132
  3724: 00002bc0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    25 __start_.DVP.overlay..0x2bc0.57137523.37.9
  3725: 00002bc0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    25 START_LITNOCLIP
  3726: 0036d340     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$START_LITNOCLIP
  3727: 0036d340     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.135
  3728: 00002ce8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    25 LNCLOOP1
  3729: 0036d468     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$LNCLOOP1
  3730: 0036d468     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.136
  3731: 0036d530     0 NOTYPE  LOCAL  INTERNAL [<other>: e8]     2 .vif.137
  3732: 00003fd0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    26 __start_.DVP.overlay..0x3fd0.57137523.40.10
  3733: 00003fd0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    26 START_PASS
  3734: 0036d538     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$START_PASS
  3735: 0036d538     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.140
  3736: 0036d568     0 NOTYPE  LOCAL  INTERNAL [<other>: e8]     2 .vif.141
  3737: 00003da0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    27 __start_.DVP.overlay..0x3da0.57137523.43.11
  3738: 00003da0     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    27 START_LOADP
  3739: 0036d570     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$START_LOADP
  3740: 0036d570     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.144
  3741: 0036d5d0     0 NOTYPE  LOCAL  INTERNAL [<other>: e8]     2 .vif.145
  3742: 00003e00     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    28 __start_.DVP.overlay..0x3e00.57137523.46.12
  3743: 00003e00     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    28 START_LOADM
  3744: 0036d5d8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$START_LOADM
  3745: 0036d5d8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.148
  3746: 0036d6c0     0 NOTYPE  LOCAL  INTERNAL [<other>: e8]     2 .vif.149
  3747: 00003ee8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    29 __start_.DVP.overlay..0x3ee8.57137523.49.13
  3748: 00003ee8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    29 START_LOADM_FIL
  3749: 0036d6c8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$START_LOADM_FIL
  3750: 0036d6c8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.152
  3751: 0036d7b0     0 NOTYPE  LOCAL  INTERNAL [<other>: e8]     2 .vif.153
  3752: 00003d20     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    30 __start_.DVP.overlay..0x3d20.57137523.52.14
  3753: 00003d20     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    30 START_LOADVP
  3754: 0036d7b8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$START_LOADVP
  3755: 0036d7b8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.156
  3756: 0036d7f8     0 NOTYPE  LOCAL  INTERNAL [<other>: e8]     2 .vif.157
  3757: 00003d60     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    31 __start_.DVP.overlay..0x3d60.57137523.55.15
  3758: 00003d60     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    31 START_LOADTAGS
  3759: 0036d800     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$START_LOADTAGS
  3760: 0036d800     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.160
  3761: 0036d840     0 NOTYPE  LOCAL  INTERNAL [<other>: e8]     2 .vif.161
  3762: 00003cb8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    32 __start_.DVP.overlay..0x3cb8.57137523.58.16
  3763: 00003cb8     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]    32 START_COPY4
  3764: 0036d848     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 _$START_COPY4
  3765: 0036d848     0 NOTYPE  LOCAL  PROTECTED [<other>: e8]     2 .vu.164
  3766: 0036d8b0     0 NOTYPE  LOCAL  INTERNAL [<other>: e8]     2 .vif.165
  3767: 00406570    32 OBJECT  GLOBAL DEFAULT    4 fireTextureNames
  3768: 003d8a48    16 OBJECT  GLOBAL DEFAULT    4 tile_5_plugs
  3769: 00421310     0 OBJECT  GLOBAL DEFAULT    4 __ps2_klibinfo__
  3770: 00299140   780 FUNC    GLOBAL DEFAULT    1 propSwipeTest
  3771: 002d6a08   128 FUNC    GLOBAL DEFAULT    1 gunHasChrAmmoForFire
  3772: 0026b628  1368 FUNC    GLOBAL DEFAULT    1 padact_pageTick
  3773: 00310d68   416 FUNC    GLOBAL DEFAULT    1 hudHealthArmourTick
  3774: 0045d970     4 OBJECT  GLOBAL DEFAULT    8 leveldoors
  3775: 003d1750     0 OBJECT  GLOBAL DEFAULT    4 martian_doors_1up
  3776: 00210f60    20 FUNC    GLOBAL DEFAULT    1 toggleunlock
  3777: 00423340  1032 OBJECT  GLOBAL DEFAULT    4 _sceCd_scmdsdata
  3778: 0045b1d4     4 OBJECT  GLOBAL DEFAULT    8 timeout_inactive
  3779: 00323fb8   252 FUNC    GLOBAL DEFAULT    1 selectDrop
  3780: 003d7c60    16 OBJECT  GLOBAL DEFAULT    4 pagemargins
  3781: 002065b8    84 FUNC    GLOBAL DEFAULT    1 joyReleaseBut
  3782: 003466e0    16 FUNC    GLOBAL DEFAULT    1 _EnableIntc
  3783: 00307658  1128 FUNC    GLOBAL DEFAULT    1 creditsBgGfx
  3784: 00289410   452 FUNC    GLOBAL DEFAULT    1 routeCalc
  3785: 0027df30    96 FUNC    GLOBAL DEFAULT    1 obTransform
  3786: 003684f8   108 FUNC    GLOBAL DEFAULT    1 _mprec_log10
  3787: 0032eed8     8 FUNC    GLOBAL DEFAULT    1 enemyAIDocksHandler1
  3788: 00242df8   480 FUNC    GLOBAL DEFAULT    1 frontfxRingTick
  3789: 00208490    84 FUNC    GLOBAL DEFAULT    1 soundDelayStop
  3790: 003150d8     8 FUNC    GLOBAL DEFAULT    1 profileReset
  3791: 003a7318    32 OBJECT  GLOBAL DEFAULT    4 dm4e2
  3792: 0034fb28    92 FUNC    GLOBAL DEFAULT    1 scePadInfoPressMode
  3793: 002ca2b8   116 FUNC    GLOBAL DEFAULT    1 bulletFree
  3794: 002c8e18   168 FUNC    GLOBAL DEFAULT    1 chrResetGunsAndAmmo
  3795: 00314528   148 FUNC    GLOBAL DEFAULT    1 matrixVecRot
  3796: 0023b990   148 FUNC    GLOBAL DEFAULT    1 lvGetInfoFromNum
  3797: 00350b18   104 FUNC    GLOBAL DEFAULT    1 sceVu0LightColorMatrix
  3798: 002c0648   572 FUNC    GLOBAL DEFAULT    1 playerCalculateSway
  3799: 002027c0    16 FUNC    GLOBAL DEFAULT    1 memGetFreeLevel
  3800: 002db2d8   352 FUNC    GLOBAL DEFAULT    1 gunUpdateTNTFuse
  3801: 00342350   392 FUNC    GLOBAL DEFAULT    1 apachePropNew
  3802: 002d1d08  2740 FUNC    GLOBAL DEFAULT    1 bulletElectricGfx
  3803: 0030a308    60 FUNC    GLOBAL DEFAULT    1 chrfxBurn
  3804: 0045bd28     4 OBJECT  GLOBAL DEFAULT    8 viewfloors
  3805: 0034be60   344 FUNC    GLOBAL DEFAULT    1 sceDread
  3806: 003db1a8    84 OBJECT  GLOBAL DEFAULT    4 vif_entry_loadm_num
  3807: 00231b40  1072 FUNC    GLOBAL DEFAULT    1 gameTick
  3808: 00326208  1772 FUNC    GLOBAL DEFAULT    1 enemySpawn
  3809: 00315c40    96 FUNC    GLOBAL DEFAULT    1 timeGet
  3810: 0045b250     4 OBJECT  GLOBAL DEFAULT    8 dmaVif1
  3811: 00458eb0    40 OBJECT  GLOBAL DEFAULT    6 __mprec_tinytens
  3812: 0035c030    60 FUNC    GLOBAL DEFAULT    1 sceScfGetSpdif
  3813: 00279f10   144 FUNC    GLOBAL DEFAULT    1 bgInsertLightIntoList
  3814: 00317338   124 FUNC    GLOBAL DEFAULT    1 emPrintStats
  3815: 003501c0   108 FUNC    GLOBAL DEFAULT    1 sceMtapPortClose
  3816: 002068b0   132 FUNC    GLOBAL DEFAULT    1 joyGetButtonAxis
  3817: 003d87f0    36 OBJECT  GLOBAL DEFAULT    4 tile_14_ipads
  3818: 00309e00     8 FUNC    GLOBAL DEFAULT    1 chrfxEnd
  3819: 003157a0   456 FUNC    GLOBAL DEFAULT    1 profileTimeBar
  3820: 00314618    68 FUNC    GLOBAL DEFAULT    1 matrixPrintf
  3821: 00361604   276 FUNC    GLOBAL DEFAULT    1 strcpy
  3822: 002973c8     8 FUNC    GLOBAL DEFAULT    1 propDrawLine
  3823: 00276258    16 FUNC    GLOBAL DEFAULT    1 bgRestart
  3824: 0040c150    32 OBJECT  GLOBAL DEFAULT    4 impactExplosionTextureNum
